Hospital_Name,Latitude,Longitude,District
Ramyasai Nursing Home,17.6861622,83.0016124,Anakapalli
St.Ann's Hospital,17.9135879,82.8137411,Anakapalli
Vikram Hospital,17.6870707,83.0013013,Anakapalli
Sri Lalitha Nursing Home,17.669849,82.6080698,Anakapalli
Sri Rama Mother and Child Hospital,17.8269229,82.9366171,Anakapalli
Sri Subrahmanyam Nursing Home,17.3623264,82.556764,Anakapalli
"Government Hospital, Godicherla",17.3921523,82.6221342,Anakapalli
"Government Hospital,Cheedikada",17.927342,82.8931162,Anakapalli
"Government hospital, Rambili",17.465312,82.9301819,Anakapalli
"NTR Government Hospital,Anakapalle",17.6845257,83.0067163,Anakapalli
"Government Hospital, Munagapaka",17.633837,82.986613,Anakapalli
"Government Hospital,Nakkapalli",17.4130916,82.7254825,Anakapalli
Area Hospital - Narsipatnam,17.6727959,82.6106725,Anakapalli
"Government Hospital, K Kotapadu",17.8883305,83.0408116,Anakapalli
"Government Hospital,Madugula",17.9183224,82.8185393,Anakapalli
"Government Hospital,Regupalem",17.5178218,82.816752,Anakapalli
"Government Hospital, Golugonda",17.6774183,82.4720572,Anakapalli
Akshaya Hospitals,17.6613348,82.6275161,Anakapalli
Uma Maheswara Children Hospital,17.668902,82.610393,Anakapalli
Tirumala Jyoti Hospital,17.683136,83.001827,Anakapalli
Government Hospital,17.7467671,82.9560418,Anakapalli
Dr. Soma Raju Children Hospital,17.6882064,83.0101255,Anakapalli
Kalyani Nursing Home,17.687728,83.001839,Anakapalli
Annapurna Hospital,17.6842691,83.011245,Anakapalli
SS Dental Hospital,17.688264,83.009283,Anakapalli
Maternity Hospital,17.6848737,83.0101274,Anakapalli
Sai Teja Hospital,17.686424,83.00072,Anakapalli
Benargy Hospital,17.6753904,83.0010632,Anakapalli
Sri Sagar Hospital,17.6892581,83.0021022,Anakapalli
Abhay Arogya Hospital,17.8278456,82.9368591,Anakapalli
Sri Vijaya Lakshmi Hospital,17.8297069,82.9274015,Anakapalli
Sri Srinivasa Hospital,17.9169656,82.8128916,Anakapalli
Dr. C S Kumar Hospital,17.664493,82.613169,Anakapalli
Srinivasa Children's Hospital,17.688484,83.002889,Anakapalli
Government Hospital,17.9925538,82.9828155,Anakapalli
Dr. Yekkala Rama Krishna Hospital,17.664949,82.614116,Anakapalli
Thummapala Primary Hospital,17.7092053,82.9985248,Anakapalli
London Children's Hospital,17.6852716,83.0024749,Anakapalli
Gollaprolu Children's Hospital,17.5478426,82.8529786,Anakapalli
Lakshmi Children Hospital,17.8250127,82.9417718,Anakapalli
American Hospital,17.6744778,82.5970027,Anakapalli
Nirmala Maternity Hospital,17.6854923,83.00227,Anakapalli
Ayyappa Gupta Eye Hospital,17.6916683,83.0037356,Anakapalli
Sri Dhanvi Multi Speciality Dental Hospital,17.6604204,82.615497,Anakapalli
Government Hospital,17.8402661,82.9988148,Anakapalli
Usha Prime Multispeciality Hospital,17.687618,83.001744,Anakapalli
Hosanna Hospital,17.566434,82.682574,Anakapalli
Janaseva Eye Hospital,17.5516438,82.8533103,Anakapalli
Dr. K. Venkatesh Hospital,17.9272601,82.8906247,Anakapalli
Sahasra Dental Hospital,17.6671649,82.6123346,Anakapalli
Spark Dental Hospital,17.82508,82.9391521,Anakapalli
Sree Seshapadma Hospital,17.5534898,82.8517581,Anakapalli
Gadam Dental Hospital,17.687646,83.002401,Anakapalli
Medikon Hospital,17.680999,83.001142,Anakapalli
Ravi Hospital,17.686005,83.009456,Anakapalli
Laxmi Orthopaedic Hospital,17.68721,83.005706,Anakapalli
Dr. Adikari Gopalarao Hospital,17.6625914,82.6187861,Anakapalli
Lifeline Hospital,17.6645905,82.6124877,Anakapalli
Sapthagiri Hospital,17.69098,83.0099047,Anakapalli
Dr. Thrinadh Hospital,17.5452357,82.8498751,Anakapalli
Emmanuel General Hospital,17.631329,82.693721,Anakapalli
Ananda Nursing Home,17.6650881,82.6156386,Anakapalli
Dr. Ram Mohan Hospital,17.685712,83.0015806,Anakapalli
Government Hospital,17.5098894,82.6259387,Anakapalli
Mother and Child Hospital,17.685934,83.001269,Anakapalli
Siddhartha Nursing Home,17.6843742,83.0022801,Anakapalli
Vijaya Hospital,17.544446,82.849726,Anakapalli
Drusti Eye Hospital,17.659848,82.627161,Anakapalli
Sri Venkateswara Hospital,17.6777911,83.0006719,Anakapalli
Satya Sai Hospital,17.6677008,82.6115976,Anakapalli
Government Hospital,17.3476116,82.5863171,Anakapalli
Lazam Hospital,17.4078787,82.7119667,Anakapalli
Sri Viajaya Sai Matha Hospital,17.3599386,82.557579,Anakapalli
Sriprakash Ayurveda Hospital,17.369831,82.569309,Anakapalli
Starzen Hospital,17.562306,82.9771482,Anakapalli
Jai Srikrishna Hospital,17.5619762,82.9768678,Anakapalli
Siddhartha Charitable Eye Hospital,17.3644361,82.5610684,Anakapalli
NTPC Hospital,17.5685137,83.0939853,Anakapalli
Mother and Child Hospital,17.790161,83.12163,Anakapalli
Sharan Hospital,17.6297105,83.077059,Anakapalli
Asha Hospital Diabetes & Multi Speciality,17.6212637,83.08184,Anakapalli
Surya Teja Multispeciality Hospital,17.5659385,82.9784452,Anakapalli
Amma Hospital,17.6288271,83.0901428,Anakapalli
Hetero Eye Hospital,17.4096155,82.7166731,Anakapalli
Geetha Eye & Orthopaedic Hospital,17.6872398,83.0127619,Anakapalli
Visakhapatnam Steel General Hospital,17.66311582,83.14412835,Anakapalli
Santhi Homoeo Clinic,15.1619769,77.3813452,Anantapur
Government Hospital,14.6982401,76.8513762,Anantapur
K K Nursing Home,14.6789441,77.602921,Anantapur
Sri Devi Children's Hospital,14.9053993,78.0112076,Anantapur
Vijaya Nursing Home - Anantapur,14.6651404,77.6096823,Anantapur
Sri Venkateswara Super Speciality Hospitals,14.6753847,77.6021583,Anantapur
Abhaya Kidney Care Multispeciality Hospital,14.6786182,77.5999828,Anantapur
Mythri Hospitals,14.68038,77.6009577,Anantapur
Ravitej Nursing Home,14.6797897,77.6007579,Anantapur
Meda Nursing Home,14.6885257,77.5970846,Anantapur
Varun Children's Hospital,14.6814256,77.5991499,Anantapur
Sri Sai Kurpa Nursing Home,14.6791501,77.5979832,Anantapur
Sri Sai Balaji Hospital,14.6812219,77.5981227,Anantapur
Divyasree Hospital,14.6770296,77.5984546,Anantapur
Swetha Ent Hospital,14.6757031,77.6022868,Anantapur
Baby Hospital (Hyma Test Tube Baby Centre),14.6755195,77.6017812,Anantapur
Jeevana Jyothi Hospitals,14.6804513,77.6031585,Anantapur
Hrudaya Children Hospital,14.6750583,77.6020387,Anantapur
Mamatha Nursing Home,14.6756966,77.6021963,Anantapur
Sudhir Surgical Clinic,14.6771055,77.602838,Anantapur
Priya Multispeciality Hospital,14.6750155,77.6014875,Anantapur
Suma Eye Clinic,14.6755539,77.6029426,Anantapur
Dr.Ysr Memorial Hospitals,14.6754929,77.6031598,Anantapur
Prasanthi Nursing Home - Anantapur,14.6793694,77.5939411,Anantapur
Pavani Hospital,14.6730188,77.6019636,Anantapur
Santhi Nursing Home - Anantapur,14.6873452,77.6016618,Anantapur
Mnr Nursing Home,14.672422,77.6011951,Anantapur
Sri Prakash Eye Hospital,14.6730201,77.6007512,Anantapur
Aasha Hospitals,14.6807757,77.5938284,Anantapur
Anantapuram Praja Vaidyasala,14.6742812,77.6072784,Anantapur
Sri Kanchani Hospital,14.9098048,78.0061926,Anantapur
Preethi Nursing Home - Anantapur,15.1647882,77.3780642,Anantapur
"Area Hospital,Tadipatri",14.9087159,78.0043595,Anantapur
"Government Community Hospital,Gooty",15.123375,77.6344378,Anantapur
"Government Hospital, Kanekal",14.8050171,77.0758738,Anantapur
"Government Hospital,Nagalapuram",14.936632,76.927765,Anantapur
"Government Hospital,P.Kottalapalli",15.0133389,77.2142284,Anantapur
Govt. General Hospital,14.670812,77.5946922,Anantapur
Government Communicable Diseases Hospital,14.6810951,77.610412,Anantapur
"Government Hospital, Bommanahal",14.998239,76.977976,Anantapur
"Government Hospital,Kristipadu",15.0627154,77.7825672,Anantapur
"Government Hospital,Putlur",14.8128784,77.9671156,Anantapur
"Government primary hospital,Kambadur",14.3430619,77.2277199,Anantapur
"Government Hospital,D.Hirehal",15.005934,76.834643,Anantapur
"Government Hospital,Peddavadugur",15.020489,77.6666764,Anantapur
"Government Hospital,Singanamala",14.8034556,77.7180839,Anantapur
Government Hosptial,14.6975178,77.594582,Anantapur
"Government Hospital, Peddapappur",14.9296529,77.8611195,Anantapur
"Government Hospital,Vidapanakal",15.0656535,77.1798884,Anantapur
BKS Government Hospital,14.690424,77.635785,Anantapur
"Government Hospital, Guntakal",15.1625183,77.3786558,Anantapur
"Government Hospital,Nagasamudram",15.0563824,77.5028694,Anantapur
"Government Hospital,Pamidi",14.9443864,77.5897149,Anantapur
Government Ayurvedic Hospital,14.6874453,77.5934529,Anantapur
Dr. Linga Reddy Hospital,14.552957,77.111059,Anantapur
Aaditya Hospital,14.9081808,78.0104994,Anantapur
Shanthi Priya Hospital,15.11914,77.635003,Anantapur
RT Hospital,15.1616501,77.3789672,Anantapur
Life Line Hospital,15.161685,77.383803,Anantapur
Dr.Siva Sankar Hospital,15.0198596,77.6725498,Anantapur
Balaji Eye Hospital,15.1602356,77.3810107,Anantapur
Shirish Childrens Hospital,14.9070464,78.0112162,Anantapur
Thomas Reddy Hospital,14.908204,78.014771,Anantapur
ABC Hospital,14.9077311,78.0112561,Anantapur
Umadevi Hospital,14.9086426,78.006417,Anantapur
Shree Lochana Eye Hospital,14.5536454,77.114417,Anantapur
RDT Hosptial,14.5594273,77.1089739,Anantapur
Asha Hospital,14.9069421,78.011721,Anantapur
RK Hospital,14.9068715,78.0148968,Anantapur
Sri Venkateswara Children's Hospital,14.906851,78.0159746,Anantapur
Trilochan Reddy Hospital,14.907855,78.0091029,Anantapur
Murali Sai Krishna Hospital,14.9477487,77.5905751,Anantapur
Lakshmi Hospital,14.9460725,77.5909378,Anantapur
Sivajyothi Hospital,14.9086387,78.0110456,Anantapur
Surya Chandra Hospital,14.55902,77.106971,Anantapur
Dr. Gopal Rao Hospital,14.6958099,76.8566151,Anantapur
Rotary Hospital,14.910594,77.9875121,Anantapur
Sai Krishna Hospital,15.1605602,77.3810133,Anantapur
Sree Sai Hospital,14.948823,77.591942,Anantapur
Gupta Children Hospital,15.1664722,77.3770302,Anantapur
Harshitha Multi Speciality Hospital,14.669693,77.590868,Anantapur
Rakshaa Multi Speciality Hospital,14.6960854,77.5850572,Anantapur
Rachana's Hospital,14.6993848,77.5825856,Anantapur
Srinivasa Kidney Centre,14.6703788,77.5928196,Anantapur
Srinivasa Children's Hospital,14.683884,77.5882713,Anantapur
Life Care Hospital,14.6662553,77.5958946,Anantapur
Sree Pragna Cancer Hospital,14.6368248,77.6215272,Anantapur
Siri Hospital,14.6689994,77.5936107,Anantapur
Amulya Kerala Ayurveda Hospital,14.6696952,77.5939398,Anantapur
Saveera Hospital,14.6517395,77.5821587,Anantapur
Sri Chetan Hospital,14.683612,77.590103,Anantapur
Praja Hospital,14.669688,77.592492,Anantapur
CSR Hospital,14.6940458,77.5991764,Anantapur
Sree Amaravathi Multispeciality Hospital,14.670808,77.592522,Anantapur
Vishnu Hospital,14.6948333,77.6379669,Anantapur
Hari Sri Hospital,14.6849527,77.5910963,Anantapur
Sri Vijayalakshmi Hospital,14.689561,77.631658,Anantapur
Venkata Sai Nagarjuna Hospital,14.6842484,77.5776274,Anantapur
Super Speciality Hospital,14.655189,77.608219,Anantapur
Sandhya Hospital,14.6681031,77.5843037,Anantapur
"Shine Hospitals, Skin Care Clinic",14.6692065,77.5869354,Anantapur
Sri Sathya Sai Hospital,14.6885362,77.5749918,Anantapur
Dolphin Childrens Hospital,14.6835261,77.5924173,Anantapur
Sandhya Hospital,14.668032,77.584304,Anantapur
Prabhutva Pashu Vidyasala,14.6154181,77.6058121,Anantapur
SKU Hospital,14.610579,77.644027,Anantapur
R.D.T. Hospital,14.683928,77.589039,Anantapur
Global Ayurveda Hospital,14.6626337,77.6010398,Anantapur
Praja Prathamika Chikistha Kendram,14.6835981,77.5852005,Anantapur
Sri Sai Manipal Hospital,14.6806781,77.5936863,Anantapur
Razia Multi Speciality Hospital,14.6700521,77.5939472,Anantapur
Leela Super Speciality Dental Hospital,14.6752928,77.6025793,Anantapur
Sujatha Dental Hospital,14.677248,77.60385,Anantapur
Ramavadutha Dental Hospital,14.67515,77.605537,Anantapur
Vijaya Superspeciality Dental Hospital,14.6722748,77.6002133,Anantapur
Antharyami Children Speciality Hospital,14.6751205,77.6015225,Anantapur
Sri Amrutha Hospital,14.675438,77.602889,Anantapur
Lakshmi Jayanth ENT Hospital,14.674881,77.603137,Anantapur
Srinivasa Multi Speciality Hospital,14.677042,77.605898,Anantapur
Gayatri Hospital,14.675157,77.6031172,Anantapur
Ridhi Heart & Skin Hospital,14.6718944,77.6010944,Anantapur
Lakshmi Narasimha ENT Hospital,14.674892,77.603134,Anantapur
Dento Care Super Speciality Dental Hospital,14.6750803,77.6017562,Anantapur
Lakshmi Hospital,14.6754935,77.6026056,Anantapur
Mahathi Hospital,14.6739248,77.6030239,Anantapur
Mallikarjuna Super Speciality Dental Hospital,14.675331,77.6022958,Anantapur
Sathish Neurologist and Orthopaedic,14.6748822,77.6033124,Anantapur
Vijaya Shankar Hospital,14.676572,77.6025553,Anantapur
Dr. Ksar Gaffoor Hospitals,14.6734191,77.6073232,Anantapur
Partha Dental Hospital,14.6779256,77.6025896,Anantapur
K.C. Ramanna Hospital,14.6763777,77.6023144,Anantapur
Dr. Akbar Eye Hospital,14.6727286,77.601181,Anantapur
Dhanvanthri Hospital,14.6756197,77.6026491,Anantapur
Sree Nidhi Hospital,14.6738664,77.60192,Anantapur
Children Hospital,14.674618,77.6029121,Anantapur
Sai Rathna Hospital,14.674382,77.6013832,Anantapur
Sree Srinivasa Gastro & Liver Hospital,14.67474,77.60143,Anantapur
Jabilli Children Hospital,14.6758388,77.6054945,Anantapur
Sudarsana Hospital,14.67534,77.603851,Anantapur
Balaji Dental Hospital,14.676616,77.602243,Anantapur
Sri Sai Lakshmi Multi Speciality Hospital,14.673943,77.602134,Anantapur
Sree Nethra Eye Hospital,14.6741246,77.6021387,Anantapur
Sri Sai Apollo Dental Hospital,14.677728,77.60443,Anantapur
Surya Hospital,14.6745528,77.6018289,Anantapur
Malvina Hospital,14.6711794,77.6012746,Anantapur
Sri Dhanvantari Multispeciality Ayurveda Hospital,14.6744872,77.6011447,Anantapur
Obulaiah Hospital,14.6737041,77.6040551,Anantapur
Chinnari Hospital,14.674631,77.604959,Anantapur
Arun Childrens Hospital,14.6727455,77.6031448,Anantapur
Government Hospital,14.6814977,77.6104953,Anantapur
SR Multi Speciality Hospital,14.6715312,77.6088574,Anantapur
Satya Sai Dental Hospital,14.681152,77.6054006,Anantapur
Sri Krishna Dental Hospital,14.6795381,77.6018548,Anantapur
Snehalatha Hospital,14.6841166,77.6021672,Anantapur
Hari Prasad ENT Hospital,14.682272,77.602304,Anantapur
Leela Dental Hospital,14.6875232,77.5990348,Anantapur
Ahmed Multi Speciality Hospital,14.687422,77.596565,Anantapur
CMN Hospitals,14.6899573,77.5978005,Anantapur
Samira Hospital,14.6818639,77.6007343,Anantapur
Dr. Kethu Buchi Reddy Hospital,14.677622,77.599159,Anantapur
Gokul Ayurvedic Hospitals,14.6822797,77.6012299,Anantapur
Shreya Hospital,14.6889521,77.6013458,Anantapur
Care & Cure Hospitals,14.6877701,77.601539,Anantapur
Srinivasa Dental Hospital,14.6819505,77.6020082,Anantapur
Anantha Sai Hospital,14.682196,77.601547,Anantapur
Sanjeevini Hospitals,14.677802,77.599305,Anantapur
Pavan Sai Netralayam,14.6771178,77.5990232,Anantapur
Varun Hospital,14.6773826,77.5994316,Anantapur
Amma Children's Hospital,14.680331,77.604346,Anantapur
Sree Anusha Ortho Care,14.680642,77.600867,Anantapur
Bhaskar Super Speciality Dental Hospital,14.681416,77.5976101,Anantapur
K.M. Hospital,14.683374,77.602033,Anantapur
Srinivasa Neuro & Multi Speciality Hospital,14.6822561,77.6003613,Anantapur
Vasan Eye Care,14.679912,77.602245,Anantapur
SVN Multispeciality Hospital,14.6875913,77.5977669,Anantapur
LMR Multispeciality Hospital,14.685241,77.599033,Anantapur
Rainbow Children's Hospital,14.6831972,77.5991788,Anantapur
Chandra Super Speciality Hospital,14.687877,77.600607,Anantapur
S.V. Hospital,14.6813081,77.5994486,Anantapur
Varsha Hospital,14.6792369,77.6018969,Anantapur
Akshaya Hospital,14.6809745,77.6037917,Anantapur
Kraanthi Hospital,14.6880445,77.6011343,Anantapur
Sisucare Hospital,14.6882825,77.5986645,Anantapur
Dhruva Dental Hospital,14.6853882,77.6009045,Anantapur
Sri Sai Vishnu Hospital,14.680889,77.604053,Anantapur
Sushrutha Ayurvedic Hospital,14.689727,77.597392,Anantapur
Sri Varalakshmi Eye Hospital,14.678852,77.601024,Anantapur
Sri Pranamya Hospital,14.6853275,77.6015407,Anantapur
Life Line Hospital,14.686302,77.598499,Anantapur
Sri Anand Hospital,14.689296,77.601192,Anantapur
Karthikeya Dental Hospital,14.6794186,77.5999217,Anantapur
Snehalatha Hospitals,14.6839087,77.601913,Anantapur
Abigna Multispeciality Hospital,14.686064,77.5967073,Anantapur
Madhavi Hospital,14.6855979,77.5959627,Anantapur
Krishna Prasad Orthodontic Speciality Dental Hospital,14.6809112,77.6020517,Anantapur
Prathap Dental Hospital,14.6809181,77.6037914,Anantapur
"Government Hospital, Yerragunta",14.4950167,77.5582805,Anantapur
"Government Hospital, Illuru",14.926117,77.6224148,Anantapur
"Government Hospital, Palthur",14.9773003,77.1525112,Anantapur
Apple Eye Care,14.674948,77.6028246,Anantapur
Balaji Eye Care Laser Centre,14.6797754,77.6034656,Anantapur
KIMS - Saveera Hospital,14.6554959,77.5842905,Anantapur
"Railway Hospital, Guntakal",15.172825,77.3664764,Anantapur
DMHO Office,14.6723664,77.5957801,Anantapur
Mark heart hostipal,14.6757935,77.6020613,Anantapur
Hudraya hospital,14.6744048,77.6024001,Anantapur
"SSS women,s clinic",14.6673115,77.5944145,Anantapur
Rishi Valley Rural Health Center,13.6417645,78.4526879,Annamayya
Arogyavaram Medical Centre,13.5975792,78.5303271,Annamayya
Madhavi Nursing Home - Y.S.R.,14.0587683,78.7475753,Annamayya
Bhavyas Children Hospital,13.5571864,78.5093951,Annamayya
Balaji Hospital,13.3691762,78.5708821,Annamayya
Vijaya Nursing Home,13.3684337,78.5725169,Annamayya
Balaji Multi Speciality Hospital,13.5578396,78.5095239,Annamayya
Raviteja Nursing Home,14.0597765,78.7479937,Annamayya
Desai Hospital,13.5589008,78.5084832,Annamayya
Usha Speciality Hospital,13.5583989,78.5106128,Annamayya
Chandra Mohan's Nursing Home,13.5546337,78.5074009,Annamayya
Kathasagaram Hospital,13.554914,78.5091872,Annamayya
Madanapalle Hospital Pvt. Ltd,13.559202,78.5091028,Annamayya
Shantharam Hospital,13.5602358,78.4952438,Annamayya
Gupta Hospital,13.5516402,78.5086012,Annamayya
Viswa Orthopaedic Hospital,13.5574315,78.4998357,Annamayya
Siloam Eye Centre,13.5489088,78.4641865,Annamayya
Emergency Hospital,13.5492256,78.503273,Annamayya
Popular Nursing Home,13.5507602,78.5087353,Annamayya
Sri Kaveri Hospital,13.5477771,78.5142848,Annamayya
"PHC, Lakkireddypalli",14.1864813,78.706236,Annamayya
"Government hospital, Galiveedu",14.0263924,78.5018474,Annamayya
"Government hospital, Nooliveedu",14.1015304,78.5524686,Annamayya
"Government hospital, Rayachoti",14.0579396,78.7477719,Annamayya
"Government Hospital,Mudipapanapalli",13.414874,78.577585,Annamayya
"Area Hospital,Madanapalli",13.5570428,78.5011042,Annamayya
"Government Hospital,Chowdepalli",13.433058,78.690898,Annamayya
"Government Hospital,Peddamandyam",13.9288266,78.5412358,Annamayya
"Government Hospital,Chembakur",13.4348374,78.4080816,Annamayya
"Government Hospital,Garnimitta",13.819962,78.8957841,Annamayya
Sridevi Hospital,13.6541586,78.9429933,Annamayya
Gupta Hospitals,13.6563378,78.9431307,Annamayya
JNN Hospital,13.6566464,78.946348,Annamayya
Jhansi Hospital,13.6536811,78.9503501,Annamayya
Chinnari Hospital,13.6570057,78.9416181,Annamayya
Sashi Hospital,13.6539011,78.9507849,Annamayya
Sri Venkateshwara Diabetic Hospital,13.6560976,78.9465002,Annamayya
Sri Sai Balaji Hospital,13.656983,78.942022,Annamayya
Government Hospital,13.654491,78.941833,Annamayya
Life Care Hospital,13.6547859,78.9411544,Annamayya
Swetha Hospital,13.6538649,78.943389,Annamayya
Rishi Ortho and Trauma Hospital,13.6507308,78.9476398,Annamayya
Thippa Reddy Hospital,13.5590971,78.5088061,Annamayya
Dr. Murali Hospital,13.368038,78.5718393,Annamayya
Sri Srinivasa Hospital,13.5575366,78.500359,Annamayya
N.M Reddy Hospital,13.558989,78.510736,Annamayya
Babu Eye Hospital,13.5588757,78.5097311,Annamayya
Suraksha Hospital,13.5600575,78.4972951,Annamayya
Sri Vasavi Hospital,13.5578523,78.5004515,Annamayya
MLL Hospital,13.549076,78.510301,Annamayya
Sri Kalyan General Hospital,13.56382,78.499109,Annamayya
Sunshine Hospital,13.5566582,78.4964469,Annamayya
Mother and Child Hospital,13.559772,78.4961644,Annamayya
Teja Hospital,13.3702195,78.5680931,Annamayya
Government Hospital,13.5546467,78.5014099,Annamayya
Gauthami Skin Hospital,13.5546794,78.50889,Annamayya
Srinivasa ENT Care Centre,13.5578937,78.5099795,Annamayya
Bhagya Hospital,13.3543919,78.5816721,Annamayya
Eshwaramma Hospital,13.3612057,78.5734805,Annamayya
Viashnavi Hospital,13.5641994,78.5115705,Annamayya
K.V.R Physiocare Hospital,13.5651517,78.5089238,Annamayya
Ananda Babu Hospital,13.5574625,78.5094428,Annamayya
Kashinath Hospital,13.36422,78.5711066,Annamayya
Siva Prasad Hospital,13.368326,78.5704553,Annamayya
Usha Eye Hospital,13.5588192,78.5094066,Annamayya
Family Hospital,13.3689077,78.5709353,Annamayya
Amrutha Hospital,13.5533345,78.5055238,Annamayya
Balaji Hospital,13.5471788,78.5026218,Annamayya
Prasad ENT Hospital,13.5561691,78.5102123,Annamayya
Suguna Hospital,13.3640457,78.5693599,Annamayya
Sri Sai Hospital,13.5574563,78.4999922,Annamayya
Dr. Sidda Reddy Eye Hospital,13.5576645,78.5092543,Annamayya
Spandana Hospital,13.3684358,78.5708927,Annamayya
G.S.R Hospital,13.5642089,78.4990431,Annamayya
Sri Maruthi Health Home,13.557069,78.4960046,Annamayya
Dr. V. Paul Ravi Kumar ENT Hospital,13.5573879,78.4994859,Annamayya
Sri Venkateshwara Orthopaedic Hospital,13.5582925,78.5095343,Annamayya
Mohan Children's Hospital,13.5576238,78.5002883,Annamayya
"ESIC Hospital, Madanapalle",13.5575942,78.4997369,Annamayya
Manasa Hospital,13.5589649,78.5107362,Annamayya
Suthrama Eye Hospital,13.3671875,78.5711587,Annamayya
MSR Orthopaedic Hospital,13.553685,78.507077,Annamayya
Sri Lakshmi Surgical and Maternity Nursing Home,13.364647,78.571505,Annamayya
Citi Hospital,13.5565918,78.500085,Annamayya
MM Ali Hospital,14.0592412,78.7624408,Annamayya
Children Hospital,14.0612414,78.7485428,Annamayya
Lions Club Eye Hospital,14.060791,78.773942,Annamayya
ms Apollo Hospital,14.0592192,78.7491604,Annamayya
Naidu Hospital,14.0647091,78.7529623,Annamayya
Mother Hospital,14.0601496,78.7499455,Annamayya
Shifa Hospital,14.0588274,78.7534633,Annamayya
Vijaya Hospital,14.0596414,78.74758,Annamayya
Dr. Janardhan Reddy Hospital,14.0588777,78.7480506,Annamayya
Sri Shirdi Sai Hospital,14.0599946,78.7501561,Annamayya
Potti Janardhan Hospitals and nursery,14.059361,78.748887,Annamayya
Government Hospital,14.0607853,78.7527451,Annamayya
Gandhi Hospital,14.0595,78.7487754,Annamayya
Murali Hospitals,14.0584426,78.7487686,Annamayya
Pramila Nursing House,14.0592918,78.748216,Annamayya
Manjunatha Hospital,14.0595464,78.7487928,Annamayya
SS Hospital,14.0492877,78.7541254,Annamayya
Narayana Reddy Hospital,14.0601756,78.7498394,Annamayya
Amaravati Multi Speciality Hospital,14.0512685,78.7517896,Annamayya
Sai Prashanthi Hospitals,14.0581081,78.7489003,Annamayya
Mukhya Mantri Aarogya Kendram,14.0607498,78.7531211,Annamayya
Care Hospital,14.0588261,78.7538639,Annamayya
Shirdi Sai Hospital,14.058863,78.747894,Annamayya
Sri Srinivasa Physio Care,14.0583828,78.7483205,Annamayya
Chandra Sekhar Children Hospital,14.059147,78.7478027,Annamayya
Suraksha Children Hospital,14.0591578,78.747708,Annamayya
New Apollo Eye Hospitals and Opticals,14.0716982,78.7555298,Annamayya
KGN Hospital,14.0541454,78.7511041,Annamayya
"Raja Eye Care , Opticals",14.058784,78.7481811,Annamayya
Dr.shaik homeopathy hospitals,14.0607335,78.7484393,Annamayya
sri hospitals,14.058776,78.7487582,Annamayya
"Government Hospital,Gurramkonda",13.7788796,78.58258345,Annamayya
Chakravarthi Clinic,15.7814958,80.3057942,Bapatla
Kamakshi Care Multispeciality Hospital,15.8289434,80.3591136,Bapatla
Hyma Hospital - Prakasam,15.8158919,80.3448247,Bapatla
Rajyalakshmi Hospital,15.8232202,80.3521793,Bapatla
Baer Hospital,15.8170835,80.3434749,Bapatla
Prema Heart&Diabetic Hospital,15.8264646,80.3567424,Bapatla
Ravi Nursing Home,15.8254447,80.359607,Bapatla
Vijaya Nursing Home - Prakasam,15.8244789,80.3566834,Bapatla
Sri Saraswathi Nursing Home,15.8269962,80.3518179,Bapatla
Srinivasa Children Hospital,15.9056759,80.4688346,Bapatla
Sri Sai Childrens Hospital,15.8262911,80.3562234,Bapatla
Sankar Nursing Home,15.8289968,80.3535144,Bapatla
G.V.K. Nursing Home,15.8278472,80.1934087,Bapatla
Vyshnave Nursing Home,16.0191053,80.8330491,Bapatla
"Governent Hospital ,Karalapalem",15.941308,80.547922,Bapatla
"Government Hospital,Bapatla",15.9073001,80.4696402,Bapatla
"Government Hospital, Nizampatnam",15.9112437,80.6695881,Bapatla
"Government Hospital, Nagaram",16.0017899,80.7239875,Bapatla
"Government Hospital,Narasayapalem",15.9526184,80.392944,Bapatla
"Government Hospital, Chirala",15.8517429,80.3868314,Bapatla
Government Hosiptal,15.745876,80.171261,Bapatla
"Government Hospital, Parchuru",15.9653968,80.2702414,Bapatla
"Government Hospital, Dronadula",15.9136319,80.1451202,Bapatla
Karamchedu Government Hospital,15.8827961,80.321163,Bapatla
"Government Hospital,Yaddanapudi",15.9960541,80.1689557,Bapatla
"Government Hospital , Cherukuru",15.9940846,80.38336,Bapatla
ESI Hospital,15.8998695,80.4640377,Bapatla
Rushi Care Hospital,15.907387,80.4761242,Bapatla
Pulse Hospitals,16.0189846,80.8337634,Bapatla
Dr. SubbaRao Hospital,16.019174,80.833149,Bapatla
SVS Multi Speciality Health Care Hospital,16.1817865,80.797004,Bapatla
Krishna Kumari Hospital,16.015633,80.8288484,Bapatla
Prakash Rao Hospital,16.0173743,80.8315933,Bapatla
Vijaya Eye Hospital,15.9055332,80.46896,Bapatla
RK Eye Hospital,16.016721,80.828911,Bapatla
VNM Children's Hospital,16.0169355,80.8294098,Bapatla
Sri Bharadwaja Ayurveda Hospital,16.0152784,80.8292531,Bapatla
Maa Hospital,16.0184413,80.8284687,Bapatla
Praveen Hospital,15.9474692,80.5494989,Bapatla
Avanthi ENT Hospital,15.9071892,80.4776921,Bapatla
Bapatla Star Hospital,15.9033002,80.467573,Bapatla
Mannem Satyanarayana Hospital,16.0531814,80.6846912,Bapatla
Edward Butler Eye Hospital,16.043349,80.695101,Bapatla
